"","new_year","day_of_week","hijri_year"
"1394","626-06-21","Wednesday",4.125
"1395","625-06-21","Tuesday",3.09375
"1396","624-06-21","Monday",2.0625
"1397","623-06-22","Sunday",1.03125
"1398","622-06-22","Saturday",0
"1399","621-06-22","Friday",-1.03125
"1400","620-06-22","Thursday",-2.0625
"1401","619-06-23","Wednesday",-3.09375
"1402","618-06-23","Tuesday",-4.125
"1403","617-06-23","Monday",-5.15625
"1404","616-06-23","Sunday",-6.1875
"1405","615-06-24","Saturday",-7.21875
"1406","614-06-24","Friday",-8.25
"1407","613-06-24","Thursday",-9.28125
"1408","612-06-24","Wednesday",-10.3125
"1409","611-06-25","Tuesday",-11.34375
"1410","610-06-25","Monday",-12.375
"1411","609-06-25","Sunday",-13.40625
"1412","608-06-25","Saturday",-14.4375
"1413","607-06-26","Friday",-15.46875
"1414","606-06-26","Thursday",-16.5
"1415","605-06-26","Wednesday",-17.53125
"1416","604-06-26","Tuesday",-18.5625
"1417","603-06-27","Monday",-19.59375
"1418","602-06-27","Sunday",-20.625
"1419","601-06-27","Saturday",-21.65625
"1420","600-06-27","Friday",-22.6875
"1421","599-06-27","Thursday",-23.71875
"1422","598-06-27","Wednesday",-24.75
"1423","597-06-27","Tuesday",-25.78125
"1424","596-06-27","Monday",-26.8125
"1425","595-06-28","Sunday",-27.84375
"1426","594-06-28","Saturday",-28.875
"1427","593-06-28","Friday",-29.90625
"1428","592-06-28","Thursday",-30.9375
"1429","591-06-29","Wednesday",-31.96875
"1430","590-06-29","Tuesday",-33
"1431","589-06-29","Monday",-34.03125
"1432","588-06-29","Sunday",-35.0625
"1433","587-06-30","Saturday",-36.09375
"1434","586-06-30","Friday",-37.125
"1435","585-06-30","Thursday",-38.15625
"1436","584-06-30","Wednesday",-39.1875
"1437","583-07-01","Tuesday",-40.21875
"1438","582-07-01","Monday",-41.25
"1439","581-07-01","Sunday",-42.28125
"1440","580-07-01","Saturday",-43.3125
"1441","579-07-02","Friday",-44.34375
"1442","578-07-02","Thursday",-45.375
"1443","577-07-02","Wednesday",-46.40625
"1444","576-07-02","Tuesday",-47.4375
"1445","575-07-03","Monday",-48.46875
"1446","574-07-03","Sunday",-49.5
"1447","573-07-03","Saturday",-50.53125
"1448","572-07-03","Friday",-51.5625
"1449","571-07-04","Thursday",-52.59375
"1450","570-07-04","Wednesday",-53.625
"1451","569-07-04","Tuesday",-54.65625
"1452","568-07-04","Monday",-55.6875
"1453","567-07-05","Sunday",-56.71875
"1454","566-07-05","Saturday",-57.75
"1455","565-07-05","Friday",-58.78125
"1456","564-07-05","Thursday",-59.8125
"1457","563-07-06","Wednesday",-60.84375
"1458","562-07-06","Tuesday",-61.875
"1459","561-07-06","Monday",-62.90625
"1460","560-07-06","Sunday",-63.9375
"1461","559-07-07","Saturday",-64.96875
"1462","558-07-07","Friday",-66
"1463","557-07-07","Thursday",-67.03125
"1464","556-07-07","Wednesday",-68.0625
"1465","555-07-08","Tuesday",-69.09375
"1466","554-07-08","Monday",-70.125
"1467","553-07-08","Sunday",-71.15625
"1468","552-07-08","Saturday",-72.1875
"1469","551-07-09","Friday",-73.21875
"1470","550-07-09","Thursday",-74.25
"1471","549-07-09","Wednesday",-75.28125
"1472","548-07-09","Tuesday",-76.3125
"1473","547-07-10","Monday",-77.34375
"1474","546-07-10","Sunday",-78.375
"1475","545-07-10","Saturday",-79.40625
"1476","544-07-10","Friday",-80.4375
"1477","543-07-11","Thursday",-81.46875
"1478","542-07-11","Wednesday",-82.5
"1479","541-07-11","Tuesday",-83.53125
"1480","540-07-11","Monday",-84.5625
"1481","539-07-12","Sunday",-85.59375
"1482","538-07-12","Saturday",-86.625
"1483","537-07-12","Friday",-87.65625
"1484","536-07-12","Thursday",-88.6875
"1485","535-07-13","Wednesday",-89.71875
"1486","534-07-13","Tuesday",-90.75
"1487","533-07-13","Monday",-91.78125
"1488","532-07-13","Sunday",-92.8125
"1489","531-07-14","Saturday",-93.84375
"1490","530-07-14","Friday",-94.875
"1491","529-07-14","Thursday",-95.90625
"1492","528-07-14","Wednesday",-96.9375
"1493","527-07-15","Tuesday",-97.96875
"1494","526-07-15","Monday",-99
"1495","525-07-15","Sunday",-100.03125
"1496","524-07-15","Saturday",-101.0625
"1497","523-07-16","Friday",-102.09375
"1498","522-07-16","Thursday",-103.125
"1499","521-07-16","Wednesday",-104.15625
"1500","520-07-16","Tuesday",-105.1875
